Company Name,Grade,Page
"Kobayashi Pharmaceutical Co., Ltd.",B,216
"Kobe Electric Railway Co.,Ltd.",C,216
"Kobe Steel, Ltd.",A,216
KOÇ HOLDİNG A.Ş.,A-,216
Kocaer Celik Sanayi ve Ticaret Anonim Sirketi,C,216
"Koei Shoji Co., Ltd.",B,216
Koenig & Bauer AG,B,216
Koh Young Technology Inc,C,216
Kohinoor Mills Limited,B,216
Kohler Co.,B,217
Kohl's Corporation,C,217
"Koito Manufacturing Co., Ltd.",C,217
"Kojima Co.,Ltd.",B,217
Kokusai Electric Corporation,B,217
"Kokuyo Co., Ltd.",D,217
KOLMAR KOREA,B,217
"Kolon Industries, Inc.",B,217
KOLUMAN OTOMOTIV ENDUSTRI A.Åž.,B,217
Komatsu Ltd.,A,217
"KOMATSU WALL INDUSTRY CO.,LTD.",B,217
"KOMEDA Holdings Co.,Ltd.",C,217
"KOMICO Co., Ltd.",B,217
Kommunalbanken AS,D,217
KOMORI CORPORATION,B,217
Koncar - distributivni i specijalni transformatori d.d.,D-,218
KONDOTEC INC.,C,218
Kone Oyj,A,218
Konecranes,A,218
"KONFOONG MATERIALS INTERNATIONAL CO., LTD",C,218
Kongsberg Automotive Holding ASA,C,218
Kongsberg Gruppen ASA,A-,218
"Konica Minolta, Inc.",A,218
Koninklijke KPN NV (Royal KPN),A,218
Koninklijke Philips NV,A,218
"Konoike Transport Co.,Ltd.",B,218
Koppers Holdings Inc,C,218
KORDSA TEKNİK TEKSTİL A.Ş.,A,218
Korea Aerospace Industries,D,218
Korea Circuit Co Ltd,C,218
Korea District Heating Corp.,A-,219
Korea East-West Power,A-,219
Korea Electric Power Corp,B,219
KOREA ELECTRIC TERMINAL CO,A-,219
KOREA FUEL-TECH CORP,C,219
Korea Gas Corp,B,219
Korea Midland Power,A-,219
Korea Movenex Co LTD,B,219
"KOREA NANO SYSTEM VINA CO., LTD",B,219
Korea South-East Power,B,219
Korea Western Power,B,219
Korea Zinc Co Ltd,B,219
Korean Air Lines Co Ltd,B,219
Korn Ferry,B,219
KOROZO PACKAGING LTD,A,219
KOSE Corporation,A,220
Kosmos Energy Ltd.,C,220
Kossan Rubber Industries Bhd,C,220
KPIT Technologies Limited.,C,220
KPMG International,C,220
KRAJOWA GRUPA SPOÅ»YWCZA S A,C,220
Kraton Corporation,C,220
Krauss Maffei,D,220
Kroger,C,220
Krones AG,B,220
KROSAKI HARIMA CORPORATION,B,220
"Krueger International, Inc",D,220
Krug Inc.,D,220
Kruger Products Inc.,B,220
Kruk SA,B-,220
K's Holdings Corporation,B,221
"KSK. Co., Ltd.",D,221
